381 - 11x Points,WED 25 MAY 2016 10:3
No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score
1,10,3,9,5,9,7,9,9,9,11,10,13,9,15,10,17,9,19,8
2,9,4,10,6,10,8,10,10,10,12,9,14,9,16,10,18,9,20,10
No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score
21,10,23,9,25,10,27,10,29,10,31,9,33,9,35,9,37,10,39,10
22,10,24,10,26,10,28,9,30,10,32,10,34,10,36,9,38,10,40,9
