383 -  9x Points,WED 14 SEP 2016 10:0
No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score
1,9,3,10,5,8,7,10,9,10,11,10,13,10,15,10,17,10,19,9
2,10,4,9,6,10,8,10,10,10,12,9,14,10,16,9,18,10,20,10
No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score,No,Score
21,10,23,10,25,10,27,10,29,9,31,10,33,10,35,9,37,9,39,9
22,10,24,10,26,9,28,9,30,9,32,10,34,9,36,9,38,9,40,10
